5.92243341841961e+17	0	vclaim-id-7267	1
5.99009138987774e+17	0	vclaim-id-66543	1
1.2558009862680248e+18	0	vclaim-id-52556	1
7.148572278033121e+17	0	vclaim-id-80564	1
1.2068753609791242e+18	0	vclaim-id-32752	1
1.1428201650646508e+18	0	vclaim-id-40476	1
1.044140808243499e+18	0	vclaim-id-19143	1
1.1464567091640975e+18	0	vclaim-id-18995	1
1.2719380366879498e+18	0	vclaim-id-1087	1
1.158461389616423e+18	0	vclaim-id-19245	1
8.715699145025331e+17	0	vclaim-id-19995	1
6.848462160568238e+17	0	vclaim-id-3800	1
1.3001447093320704e+18	0	vclaim-id-57964	1
7.080032211391406e+17	0	vclaim-id-80564	1
1.2750809320687493e+18	0	vclaim-id-56075	1
1.0656050085514895e+18	0	vclaim-id-13398	1
6.738094443046093e+17	0	vclaim-id-23674	1
1.2648090892107284e+18	0	vclaim-id-44553	1
1.0065584224167772e+18	0	vclaim-id-20793	1
1.0993454630132654e+18	0	vclaim-id-12331	1
1.0513905493352776e+18	0	vclaim-id-39332	1
1.0655996651632271e+18	0	vclaim-id-13398	1
1.1859636841805169e+18	0	vclaim-id-48566	1
5.596475301335122e+17	0	vclaim-id-32420	1
1.29450324166178e+18	0	vclaim-id-51606	1
1.2493615596728607e+18	0	vclaim-id-55752	1
1.2627318498324275e+18	0	vclaim-id-56772	1
8.446038945252516e+17	0	vclaim-id-24043	1
1.2454425518318428e+18	0	vclaim-id-63138	1
7.403006620686746e+17	0	vclaim-id-5512	1
1.0835908902271468e+18	0	vclaim-id-25267	1
1.1858863984585318e+18	0	vclaim-id-48566	1
1.1511730862526833e+18	0	vclaim-id-39908	1
1.2311891271203103e+18	0	vclaim-id-45904	1
1.2999680533509284e+18	0	vclaim-id-73356	1
1.147794040143958e+18	0	vclaim-id-17337	1
9.206983773184041e+17	0	vclaim-id-4418	1
1.1812900835189637e+18	0	vclaim-id-41170	1
1.2078825127493837e+18	0	vclaim-id-33951	1
9.866536846490255e+17	0	vclaim-id-12745	1
1.1934349378247025e+18	0	vclaim-id-33629	1
1.2866398353866547e+18	0	vclaim-id-5777	1
1.18229662513109e+18	0	vclaim-id-24774	1
