tweet_id,article_url,label
1239927119569997829,https://piaui.folha.uol.com.br/lupa/2020/03/17/verificamos-barroso-bolsonaro/,1
1251138535748276226,https://poligrafo.sapo.pt/fact-check/ps-esta-a-fazer-propaganda-partidaria-utilizando-medidas-do-governo-relativas-a-covid-19,1
1112046333047779330,https://poligrafo.sapo.pt/fact-check/marques-diz-que-rangel-nao-fez-trabalho-no-parlamento-europeu-e-esta-na-597a-posicao-da-tabela-de-produtividade-e-verdade,1
1182353408839299072,https://www.aosfatos.org/noticias/no-roda-viva-gilmar-mendes-se-contradiz-sobre-defesa-da-liberdade-de-imprensa/,1
1050039844875964416,https://observador.pt/factchecks/houve-sete-alteracoes-a-lei-laboral-no-mandato-deste-governo/,1
1176673292297691137,https://www.boatos.org/politica/jose-sarney-discurso-onu-falando-ingles.html,1
1059184858562510848,https://piaui.folha.uol.com.br/lupa/2018/11/10/verificamosenem-conceicao-evaristo/,1
1008741858439286784,https://noticias.uol.com.br/confere/ultimas-noticias/2018/08/24/jean-wyllys-nao-fara-filme-com-jesus-cristo-gay-nem-foi-atacado-por-ratinho.htm,1
1270446982205751297,https://poligrafo.sapo.pt/fact-check/andre-ventura-catarina-martins-nao-aparece-no-plenario-e-verdade,1
1199427384220487685,https://www.aosfatos.org/noticias/e-falso-que-jair-bolsonaro-fara-palestra-de-abertura-da-flip-2020/,1
1105188422812078080,https://www.aosfatos.org/noticias/sites-desinformam-ao-atribuir-reporter-do-estadao-falsa-declaracao/,1
1006271736227287041,https://www.aosfatos.org/noticias/papa-francisco-nao-enviou-terco-lula-vaticano-desmente-boato/,1
1272985282904801286,https://www.aosfatos.org/noticias/decisao-da-fda-nao-amplia-uso-de-cloroquina-para-tratamento-da-covid-19-nos-eua/,1
1006545399006552064,https://piaui.folha.uol.com.br/lupa/2018/06/12/verificamos-papa-terco/,1
1006615872134369280,https://www.aosfatos.org/noticias/papa-francisco-nao-enviou-terco-lula-vaticano-desmente-boato/,1
1030483569720918017,https://piaui.folha.uol.com.br/lupa/2018/08/23/lula-onu-comite/,1
1254889081286295556,https://observador.pt/factchecks/fact-check-rui-tavares-fundador-do-livre-e-professor-na-telescola/,1
1264708382843457536,https://www.aosfatos.org/noticias/e-falso-que-policiais-prestaram-continencia-manifestantes-contra-isolamento-em-sp/,1
1217164376765083651,https://www.boatos.org/brasil/cedae-manutencao-rede-15-01-e-ficara-parada-12-horas.html,1
1167198345892376576,https://www.boatos.org/brasil/secretario-general-figueiredo-anula-pedido-afastamento-gabriel-monteiro-2020.html,1
1184871410591776768,https://www.boatos.org/esporte/sadio-mane-ferraris-avioes-70-euros-senegal.html,1
1102355652213686272,https://poligrafo.sapo.pt/fact-check/juiz-neto-de-moura-esta-isento-de-custas-judiciais-nos-processos-que-mover-contra-os-que-o-ofenderam,1
1080118699577798656,https://www.aosfatos.org/noticias/site-engana-ao-dizer-que-nao-ha-restricoes-jornalistas-na-posse-de-bolsonaro/,1
1253017839033823232,https://checamos.afp.com/bandeira-brasileira-foi-projetada-em-uma-montanha-suica-em-apoio-no-combate-covid-19,1
1042589442568015872,https://piaui.folha.uol.com.br/lupa/2018/09/20/verificamos-patricia-pillar-ciro-gomes/,1
1056197812961112066,https://piaui.folha.uol.com.br/lupa/2018/10/27/bolsonaro-video-editado-joaquim/,1
1186293048629743629,https://www.aosfatos.org/noticias/video-do-Greenpeace-editado-para-sustentar-que-ONG-negou-ajuda-ao-nordeste/,1
